word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
implement,noun,/ˈɪmplɪmənt/,用于达成目的的工具或设备。,,,,hypernyms:instrumentality | hyponyms:bar;beater;brush;buff;candlesnuffer;cleaning implement;eraser;fire iron;flail;hook;iron;leather strip;needle;oar;rod;sharpener;snuffer;spear;spike;sports implement;stick;stirrer;strickle;swab;swatter;tool;tuning fork;utensil;writing implement,,,托福雅思词汇
imprisonment,noun,/ɪmˈpɹɪzənmənt/,监禁,,captivity;incarceration;immurement;internment,,confinement | custody;false imprisonment;lockdown | hypernyms:punishment;confinement | hyponyms:durance;internment;life imprisonment;custody;false imprisonment;lockdown,,,托福雅思词汇
imprisonment,noun,/ɪmˈpɹɪzənmənt/,依法监禁,,captivity;incarceration;immurement;internment,,confinement | custody;false imprisonment;lockdown | hypernyms:punishment;confinement | hyponyms:durance;internment;life imprisonment;custody;false imprisonment;lockdown,,,托福雅思词汇
incentive,noun,/ɪnˈsɛntɪv/,积极激励影响,,inducement;motivator;bonus,disincentive,payment | dividend;premium;sales incentive | hypernyms:rational motive;payment | hyponyms:moral force;dividend;premium;sales incentive,,,托福雅思词汇
incidental,noun,/ˌɪnsɪˈdɛntl/,附带物品,,incidental expense;minor expense,,item | hypernyms:expense;item,,,托福雅思词汇
inclination,noun,/ˌɪnklɪˈneɪʃən/,点头的动作；向前弯曲；他点头表示同意。,,disposition;tendency;inclination of an orbit;angle of inclination;dip;angle of dip;magnetic dip;magnetic inclination;tilt;list;lean;leaning;inclining,disinclination,angle | liking | position | disposition | motion | leaning;stomach;undertow | buoyancy;desire;electronegativity;heterosis;stainability | bob;nod;stoop | hypernyms:attitude;angle;liking;position;disposition;motion | hyponyms:bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;leaning;stomach;undertow;buoyancy;desire;electronegativity;heterosis;stainability;bob;nod;stoop,,,托福雅思词汇
inclination,noun,/ˌɪnklɪˈneɪʃən/,一种心态，尤指偏爱某一选择；他倾向于轻易放弃；有过于严格的倾向。,,disposition;tendency;inclination of an orbit;angle of inclination;dip;angle of dip;magnetic dip;magnetic inclination;tilt;list;lean;leaning;inclining,disinclination,angle | liking | position | disposition | motion | leaning;stomach;undertow | buoyancy;desire;electronegativity;heterosis;stainability | bob;nod;stoop | hypernyms:attitude;angle;liking;position;disposition;motion | hyponyms:bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;leaning;stomach;undertow;buoyancy;desire;electronegativity;heterosis;stainability;bob;nod;stoop,,,托福雅思词汇
inclination,noun,/ˌɪnklɪˈneɪʃən/,你所倾向喜爱之物；她对古典音乐情有独钟。,,disposition;tendency;inclination of an orbit;angle of inclination;dip;angle of dip;magnetic dip;magnetic inclination;tilt;list;lean;leaning;inclining,disinclination,angle | liking | position | disposition | motion | leaning;stomach;undertow | buoyancy;desire;electronegativity;heterosis;stainability | bob;nod;stoop | hypernyms:attitude;angle;liking;position;disposition;motion | hyponyms:bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;leaning;stomach;undertow;buoyancy;desire;electronegativity;heterosis;stainability;bob;nod;stoop,,,托福雅思词汇
inclination,noun,/ˌɪnklɪˈneɪʃən/,（几何）由x轴与给定直线形成的角度（从x轴正半轴逆时针测量）,,disposition;tendency;inclination of an orbit;angle of inclination;dip;angle of dip;magnetic dip;magnetic inclination;tilt;list;lean;leaning;inclining,disinclination,angle | liking | position | disposition | motion | leaning;stomach;undertow | buoyancy;desire;electronegativity;heterosis;stainability | bob;nod;stoop | hypernyms:attitude;angle;liking;position;disposition;motion | hyponyms:bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;leaning;stomach;undertow;buoyancy;desire;electronegativity;heterosis;stainability;bob;nod;stoop,,,托福雅思词汇
inclination,noun,/ˌɪnklɪˈneɪʃən/,（天文学）轨道平面与黄道平面之间的夹角，以度数表示,,disposition;tendency;inclination of an orbit;angle of inclination;dip;angle of dip;magnetic dip;magnetic inclination;tilt;list;lean;leaning;inclining,disinclination,angle | liking | position | disposition | motion | leaning;stomach;undertow | buoyancy;desire;electronegativity;heterosis;stainability | bob;nod;stoop | hypernyms:attitude;angle;liking;position;disposition;motion | hyponyms:bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;leaning;stomach;undertow;buoyancy;desire;electronegativity;heterosis;stainability;bob;nod;stoop,,,托福雅思词汇
incompetent,noun,/ɪnˈkɒmpɪtənt/,无能为力者,,incompetent person,,hypernyms:unskilled person | hyponyms:bungler;slouch,,,托福雅思词汇
inevitable,noun,/ɪˈnɛvɪtəbl/,不可避免之事；勿与必然争辩,,,,hypernyms:destiny,,,托福雅思词汇
influence,noun,/ˈɪnflʊəns/,不费吹灰之力,,,,causing | determinant | consequence | power | cross-pollination;enticement;exposure;hypnotism;impingement;manipulation | imponderable;imprint;morale builder;pestilence;support;temptation | perturbation;purchase;wind | hypernyms:power;causing;determinant;consequence | hyponyms:dead hand;force;grip;cross-pollination;enticement;exposure;hypnotism;impingement;manipulation;imponderable;imprint;morale builder;pestilence;support;temptation;perturbation;purchase;wind,,,托福雅思词汇
influence,noun,/ˈɪnflʊəns/,影响力，尤指基于声望等影响人或事的能力；她利用父母的影响力得到了那份工作。,,,,causing | determinant | consequence | power | cross-pollination;enticement;exposure;hypnotism;impingement;manipulation | imponderable;imprint;morale builder;pestilence;support;temptation | perturbation;purchase;wind | hypernyms:power;causing;determinant;consequence | hyponyms:dead hand;force;grip;cross-pollination;enticement;exposure;hypnotism;impingement;manipulation;imponderable;imprint;morale builder;pestilence;support;temptation;perturbation;purchase;wind,,,托福雅思词汇
influence,noun,/ˈɪnflʊəns/,影响你行为的一种认知因素；她的愿望对他的想法产生了巨大影响。,,,,causing | determinant | consequence | power | cross-pollination;enticement;exposure;hypnotism;impingement;manipulation | imponderable;imprint;morale builder;pestilence;support;temptation | perturbation;purchase;wind | hypernyms:power;causing;determinant;consequence | hyponyms:dead hand;force;grip;cross-pollination;enticement;exposure;hypnotism;impingement;manipulation;imponderable;imprint;morale builder;pestilence;support;temptation;perturbation;purchase;wind,,,托福雅思词汇
influence,noun,/ˈɪnflʊəns/,有影响力的人；她是我生命中最重要的影响者；他对孩子们产生了不良影响。,,,,causing | determinant | consequence | power | cross-pollination;enticement;exposure;hypnotism;impingement;manipulation | imponderable;imprint;morale builder;pestilence;support;temptation | perturbation;purchase;wind | hypernyms:power;causing;determinant;consequence | hyponyms:dead hand;force;grip;cross-pollination;enticement;exposure;hypnotism;impingement;manipulation;imponderable;imprint;morale builder;pestilence;support;temptation;perturbation;purchase;wind,,,托福雅思词汇
influence,noun,/ˈɪnflʊəns/,一物（或人）对另一物的作用；机械动作的影响,,,,causing | determinant | consequence | power | cross-pollination;enticement;exposure;hypnotism;impingement;manipulation | imponderable;imprint;morale builder;pestilence;support;temptation | perturbation;purchase;wind | hypernyms:power;causing;determinant;consequence | hyponyms:dead hand;force;grip;cross-pollination;enticement;exposure;hypnotism;impingement;manipulation;imponderable;imprint;morale builder;pestilence;support;temptation;perturbation;purchase;wind,,,托福雅思词汇
infrastructure,noun,/ˈɪnfrəˌstrʌkʧə/,一个国家或地区运行所需的基础设施和资本设备存量；日本的工业基础。,,substructure;base,,store | hypernyms:structure;store,,,托福雅思词汇
infrastructure,noun,/ˈɪnfrəˌstrʌkʧə/,系统或组织的基本结构或特征,,substructure;base,,store | hypernyms:structure;store,,,托福雅思词汇
inheritance,noun,/ɪnˈhɛrɪtəns/,世袭,,heritage;hereditary pattern,,transferred property | heredity | attribute | ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance | background;birthright;birthright;upbringing | hypernyms:acquisition;transferred property;heredity;attribute | hyponyms:accretion;bequest;birthright;borough english;devise;heirloom;primogeniture;ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance;background;upbringing,,,托福雅思词汇
inheritance,noun,/ɪnˈhɛrɪtəns/,从祖先那里继承的任何特质或非物质财富；我唯一的遗产是母亲的祝福；世界知识的遗产。,,heritage;hereditary pattern,,transferred property | heredity | attribute | ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance | background;birthright;birthright;upbringing | hypernyms:acquisition;transferred property;heredity;attribute | hyponyms:accretion;bequest;birthright;borough english;devise;heirloom;primogeniture;ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance;background;upbringing,,,托福雅思词汇
inheritance,noun,/ɪnˈhɛrɪtəns/,（遗传学）通过生物遗传从父母获得的特征,,heritage;hereditary pattern,,transferred property | heredity | attribute | ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance | background;birthright;birthright;upbringing | hypernyms:acquisition;transferred property;heredity;attribute | hyponyms:accretion;bequest;birthright;borough english;devise;heirloom;primogeniture;ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance;background;upbringing,,,托福雅思词汇
inheritance,noun,/ɪnˈhɛrɪtəns/,遗产；根据法律在所有者去世后传给继承人的头衔、财产或地产。,,heritage;hereditary pattern,,transferred property | heredity | attribute | ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance | background;birthright;birthright;upbringing | hypernyms:acquisition;transferred property;heredity;attribute | hyponyms:accretion;bequest;birthright;borough english;devise;heirloom;primogeniture;ancestry;linkage;x-linked dominant inheritance;x-linked recessive inheritance;background;upbringing,,,托福雅思词汇
initial,noun,ɪˈnɪʃəl,单词的首字母（尤指人名）；他拒绝在名字后加上FRS的缩写。,,,,hypernyms:letter,,,托福雅思词汇
inquiry,noun,/ɪnˈkwaɪəri/,对公共利益问题的系统调查,,enquiry;research;question;query;interrogation,answer,questioning | investigation | inquest;means test | hypernyms:problem solving;questioning;investigation | hyponyms:empirical research;experiment;heraldry;nature study;poll;probe;inquest;means test,,,托福雅思词汇
inquiry,noun,/ɪnˈkwaɪəri/,对知识的探索；他们的陶器值得比现有研究更深入的探讨。,,enquiry;research;question;query;interrogation,answer,questioning | investigation | inquest;means test | hypernyms:problem solving;questioning;investigation | hyponyms:empirical research;experiment;heraldry;nature study;poll;probe;inquest;means test,,,托福雅思词汇
instability,noun,/ˌɪnstəˈbɪləti/,动摇不定,,imbalance;unbalance;unstableness,stability;balance;stableness,undependability | disequilibrium | unsteadiness | hypernyms:disorder;undependability;disequilibrium;unsteadiness | hyponyms:shakiness,,,托福雅思词汇
instability,noun,/ˌɪnstəˈbɪləti/,不可靠性源于不稳定,,imbalance;unbalance;unstableness,stability;balance;stableness,undependability | disequilibrium | unsteadiness | hypernyms:disorder;undependability;disequilibrium;unsteadiness | hyponyms:shakiness,,,托福雅思词汇
