word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
disposition,noun,/ˌdɪspəˈzɪʃən/,人或事物固有的或后天形成的习惯或倾向；一种易于破裂的肿胀。,,temperament;disposal;inclination;tendency,,act | attitude | property | abandonment;appointment;comb-out;giving;lending;mine disposal;sewage disposal | bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy | aptness;mordacity;predisposition;proneness;separatism;tendency | hypernyms:nature;act;attitude;property | hyponyms:agreeableness;aloneness;animalism;blood;bloodiness;composure;disagreeableness;discomposure;epicurism;esprit de corps;friendliness;good nature;gourmandism;heart;ill nature;moodiness;nervousness;optimism;perfectionism;permissiveness;pessimism;unfriendliness;unpermissiveness;unsociability;unwillingness;willingness;abandonment;appointment;comb-out;giving;lending;mine disposal;sewage disposal;bent;call;denominationalism;devices;direction;disfavor;drift;favor;favoritism;impartiality;literalism;partiality;perseveration;predisposition;proclivity;sympathy;aptness;mordacity;proneness;separatism;tendency,,,六级词汇
disregard,noun,/dɪsrɪˈɡɑːd/,故意疏忽大意,,neglect,,mistreatment | despite | hypernyms:inattention;mistreatment | hyponyms:omission;despite,,,六级词汇
disregard,noun,/dɪsrɪˈɡɑːd/,缺乏关注和应有的谨慎,,neglect,,mistreatment | despite | hypernyms:inattention;mistreatment | hyponyms:omission;despite,,,六级词汇
dissent,noun,/dɪˈsɛnt/,意见分歧,,protest;objection,,disagreement | resistance | hypernyms:objection;disagreement;resistance | hyponyms:boycott;demonstration;direct action;walkout,,,六级词汇
dissent,noun,/dɪˈsɛnt/,（法律）某法官意见与多数意见相左；他在异议意见中表达了不同观点。,,protest;objection,,disagreement | resistance | hypernyms:objection;disagreement;resistance | hyponyms:boycott;demonstration;direct action;walkout,,,六级词汇
dissertation,noun,/ˌdɪsəˈteɪʃən/,一篇提出研究新观点的论文；通常是高等学位的必备要求。,,thesis,,hypernyms:treatise,,,六级词汇
dividend,noun,/ˈdɪvɪdɛnd/,额外奖励；额外之物（尤指盈余的一部分）,,,,number | bonus | numerator | hypernyms:net income;number;bonus | hyponyms:divvy;equalizing dividend;extra dividend;stock dividend;numerator,,,六级词汇
dividend,noun,/ˈdɪvɪdɛnd/,公司利润中分配给股东的部分；通常按季度支付,,,,number | bonus | numerator | hypernyms:net income;number;bonus | hyponyms:divvy;equalizing dividend;extra dividend;stock dividend;numerator,,,六级词汇
dividend,noun,/ˈdɪvɪdɛnd/,被除数,,,,number | bonus | numerator | hypernyms:net income;number;bonus | hyponyms:divvy;equalizing dividend;extra dividend;stock dividend;numerator,,,六级词汇
doctrine,noun,/ˈdɒktrɪn/,一种（或一套）被某些群体或学派奉为权威的信仰,,philosophy;philosophical system;school of thought;ism,,hypernyms:belief | hyponyms:abolitionism;absolutism;amoralism;animalism;animism;antiestablishmentarianism;asceticism;contextualism;creationism;creed;descriptivism;divine right;dogma;dualism;dynamism;egalitarianism;epicureanism;establishmentarianism;ethicism;expansionism;feminism;formalism;functionalism;girondism;gospel;gymnosophy;humanism;humanitarianism;imitation;individualism;internationalism;irredentism;kabbalism;literalism;majority rule;millennium;monism;multiculturalism;nationalism;nihilism;nuclear deterrence;pacifism;phenomenology;philosophical doctrine;pluralism;populism;prescriptivism;presentism;rationalism;reformism;reincarnationism;religious doctrine;secessionism;secularism;states' rights;teaching;theological doctrine;unilateralism;utilitarianism,,,六级词汇
dodge,noun,/dɒdʒ/,快速规避动作,,contrivance;stratagem;dodging;scheme,,evasion | falsehood | hypernyms:scheme;evasion;falsehood | hyponyms:plant;pump-and-dump scheme;wangle,,,六级词汇
dodge,noun,/dɒdʒ/,避重就轻的言辞,,contrivance;stratagem;dodging;scheme,,evasion | falsehood | hypernyms:scheme;evasion;falsehood | hyponyms:plant;pump-and-dump scheme;wangle,,,六级词汇
dogma,noun,/ˈdɒɡmə/,一种被奉为权威的教义或信条；他信奉所有马克思主义教条。,,tenet,,doctrine | hypernyms:religious doctrine;doctrine | hyponyms:article of faith,,,六级词汇
dogma,noun,/ˈdɒɡmə/,未经证实即被奉为真理的宗教教义,,tenet,,doctrine | hypernyms:religious doctrine;doctrine | hyponyms:article of faith,,,六级词汇
dole,noun,/dəʊl/,国家拨付的资金,,pogy;pogey,,social welfare | hypernyms:share;social welfare,,,六级词汇
dole,noun,/dəʊl/,慈善捐赠的钱物份额,,pogy;pogey,,social welfare | hypernyms:share;social welfare,,,六级词汇
domain,noun,/dəʊˈmeɪn/,（数学）函数定义域,,sphere;area;orbit;field;arena;demesne;land;domain of a function;world;knowledge domain;knowledge base,,region | set | class | content | archduchy;barony;duchy;earldom;emirate;empire;fiefdom;grand duchy;khanate;kingdom;principality;sheikdom;suzerainty;viscounty | academia;grub street | discipline;region;scientific knowledge | hypernyms:environment;region;set;class;content | hyponyms:distaff;front;kingdom;lap;political arena;preserve;province;archduchy;barony;duchy;earldom;emirate;empire;fiefdom;grand duchy;khanate;principality;sheikdom;suzerainty;viscounty;academia;grub street;discipline;region;scientific knowledge,,,六级词汇
domain,noun,/dəʊˈmeɪn/,其统治或控制的领土；他的势力范围延伸至欧洲；他使之成为该国的法律。,,sphere;area;orbit;field;arena;demesne;land;domain of a function;world;knowledge domain;knowledge base,,region | set | class | content | archduchy;barony;duchy;earldom;emirate;empire;fiefdom;grand duchy;khanate;kingdom;principality;sheikdom;suzerainty;viscounty | academia;grub street | discipline;region;scientific knowledge | hypernyms:environment;region;set;class;content | hyponyms:distaff;front;kingdom;lap;political arena;preserve;province;archduchy;barony;duchy;earldom;emirate;empire;fiefdom;grand duchy;khanate;principality;sheikdom;suzerainty;viscounty;academia;grub street;discipline;region;scientific knowledge,,,六级词汇
dome,noun,/dəʊm/,半球形屋顶,,attic;bean;bonce;noodle;noggin;domed stadium;covered stadium,,human head | stadium | roof | hypernyms:concave shape;human head;stadium;roof | hyponyms:astrodome;cupola;geodesic dome;onion dome;pressure dome;whispering gallery,,,六级词汇
dome,noun,/dəʊm/,带顶棚的体育场,,attic;bean;bonce;noodle;noggin;domed stadium;covered stadium,,human head | stadium | roof | hypernyms:concave shape;human head;stadium;roof | hyponyms:astrodome;cupola;geodesic dome;onion dome;pressure dome;whispering gallery,,,六级词汇
dome,noun,/dəʊm/,一种凹面形状，其显著特征是凹面朝下。,,attic;bean;bonce;noodle;noggin;domed stadium;covered stadium,,human head | stadium | roof | hypernyms:concave shape;human head;stadium;roof | hyponyms:astrodome;cupola;geodesic dome;onion dome;pressure dome;whispering gallery,,,六级词汇
dough,noun,/dəʊ/,可揉捏或擀制的硬面团,,boodle;bread;cabbage;clams;dinero;gelt;kale;lettuce;lolly;lucre;loot;moolah;pelf;scratch;shekels;simoleons;sugar;wampum,,money | hypernyms:concoction;money | hyponyms:bread dough;pastry,,,六级词汇
downgrade,noun,/ˈdaʊnɡreɪd/,下降的坡度或表面所具有的特性,,,,hypernyms:grade,,,六级词汇
doze,noun,/dəʊz/,浅眠易醒,,drowse,,hypernyms:sleeping,,,六级词汇
drawback,noun,/ˈdrɔːbæk/,成为阻碍的特质；他指出了我计划中的所有缺点。,,,,hypernyms:disadvantage | hyponyms:catch,,,六级词汇
dressing,noun,/ˈdrɛsɪŋ/,包扎,,salad dressing;stuffing;fertilization;fertilisation;fecundation;medical dressing;grooming;bandaging;binding,,concoction | enrichment | cloth covering | conversion | covering | medical care | forcemeat;oyster stuffing;turkey stuffing | top dressing | bandage;compress;poultice;surgical dressing | investment;primping;toilet | hypernyms:sauce;concoction;enrichment;cloth covering;conversion;covering;medical care | hyponyms:anchovy dressing;bleu cheese dressing;blue cheese dressing;french dressing;half-and-half dressing;italian dressing;lorenzo dressing;mayonnaise;russian dressing;salad cream;sauce louis;thousand island dressing;forcemeat;oyster stuffing;turkey stuffing;top dressing;bandage;compress;poultice;surgical dressing;investment;primping;toilet,,,六级词汇
dressing,noun,/ˈdrɛsɪŋ/,穿衣；着装,,salad dressing;stuffing;fertilization;fertilisation;fecundation;medical dressing;grooming;bandaging;binding,,concoction | enrichment | cloth covering | conversion | covering | medical care | forcemeat;oyster stuffing;turkey stuffing | top dressing | bandage;compress;poultice;surgical dressing | investment;primping;toilet | hypernyms:sauce;concoction;enrichment;cloth covering;conversion;covering;medical care | hyponyms:anchovy dressing;bleu cheese dressing;blue cheese dressing;french dressing;half-and-half dressing;italian dressing;lorenzo dressing;mayonnaise;russian dressing;salad cream;sauce louis;thousand island dressing;forcemeat;oyster stuffing;turkey stuffing;top dressing;bandage;compress;poultice;surgical dressing;investment;primping;toilet,,,六级词汇
dressing,noun,/ˈdrɛsɪŋ/,生皮转化为皮革的过程,,salad dressing;stuffing;fertilization;fertilisation;fecundation;medical dressing;grooming;bandaging;binding,,concoction | enrichment | cloth covering | conversion | covering | medical care | forcemeat;oyster stuffing;turkey stuffing | top dressing | bandage;compress;poultice;surgical dressing | investment;primping;toilet | hypernyms:sauce;concoction;enrichment;cloth covering;conversion;covering;medical care | hyponyms:anchovy dressing;bleu cheese dressing;blue cheese dressing;french dressing;half-and-half dressing;italian dressing;lorenzo dressing;mayonnaise;russian dressing;salad cream;sauce louis;thousand island dressing;forcemeat;oyster stuffing;turkey stuffing;top dressing;bandage;compress;poultice;surgical dressing;investment;primping;toilet,,,六级词汇
dressing,noun,/ˈdrɛsɪŋ/,敷料,,salad dressing;stuffing;fertilization;fertilisation;fecundation;medical dressing;grooming;bandaging;binding,,concoction | enrichment | cloth covering | conversion | covering | medical care | forcemeat;oyster stuffing;turkey stuffing | top dressing | bandage;compress;poultice;surgical dressing | investment;primping;toilet | hypernyms:sauce;concoction;enrichment;cloth covering;conversion;covering;medical care | hyponyms:anchovy dressing;bleu cheese dressing;blue cheese dressing;french dressing;half-and-half dressing;italian dressing;lorenzo dressing;mayonnaise;russian dressing;salad cream;sauce louis;thousand island dressing;forcemeat;oyster stuffing;turkey stuffing;top dressing;bandage;compress;poultice;surgical dressing;investment;primping;toilet,,,六级词汇
dressing,noun,/ˈdrɛsɪŋ/,沙拉调味酱主要有两种：一种是清淡的法式或油醋汁型，另一种是浓郁的蛋黄酱型。,,salad dressing;stuffing;fertilization;fertilisation;fecundation;medical dressing;grooming;bandaging;binding,,concoction | enrichment | cloth covering | conversion | covering | medical care | forcemeat;oyster stuffing;turkey stuffing | top dressing | bandage;compress;poultice;surgical dressing | investment;primping;toilet | hypernyms:sauce;concoction;enrichment;cloth covering;conversion;covering;medical care | hyponyms:anchovy dressing;bleu cheese dressing;blue cheese dressing;french dressing;half-and-half dressing;italian dressing;lorenzo dressing;mayonnaise;russian dressing;salad cream;sauce louis;thousand island dressing;forcemeat;oyster stuffing;turkey stuffing;top dressing;bandage;compress;poultice;surgical dressing;investment;primping;toilet,,,六级词汇
dub,noun,dʌb,配音新增音效,,,,hypernyms:sound,,,六级词汇
duplicate,noun,/ˈdjuːplɪkeɪt/,与原件完全一致的副本；他为文件制作了一份复本。,,extra;duplication,,copy | hypernyms:artifact;copy | hyponyms:backup;counterpart;match,,,六级词汇
dwarf,noun,/dwɔːf/,体型异常小的植物或动物,,midget;nanus;gnome,,fairy | organism | andvari;nibelung | hypernyms:small person;fairy;organism | hyponyms:pituitary dwarf;primordial dwarf;andvari;nibelung,,,六级词汇
dwarf,noun,/dwɔːf/,身材矮小的人,,midget;nanus;gnome,,fairy | organism | andvari;nibelung | hypernyms:small person;fairy;organism | hyponyms:pituitary dwarf;primordial dwarf;andvari;nibelung,,,六级词汇
eccentric,noun,/ɪkˈsɛntrɪk/,性格古怪的人,,eccentric person;flake;oddball;geek;character;type;case,,adult | hypernyms:anomaly;adult | hyponyms:crackpot;nutter,,,六级词汇
eclipse,noun,/ɪˈklɪps/,一个天体遮蔽另一个天体,,occultation,,hypernyms:interruption | hyponyms:lunar eclipse;partial eclipse;solar eclipse;total eclipse,,,六级词汇
ecosystem,noun,/ˈiːkəʊsɪstəm/,生态系统,,,,hypernyms:system,,,六级词汇
ego,noun,/ˈiːɡəʊ/,意识,,egotism;self-importance;self,,consciousness | mind | hypernyms:pride;consciousness;mind | hyponyms:anima,,,六级词汇
ego,noun,/ˈiːɡəʊ/,自视甚高的优越感,,egotism;self-importance;self,,consciousness | mind | hypernyms:pride;consciousness;mind | hyponyms:anima,,,六级词汇
elastic,noun,/ɪˈlæstɪk/,一种由含弹性材料的纱线制成的织物,,rubber band;elastic band,,fabric | hypernyms:band;elastic device;fabric,,,六级词汇
embargo,noun,/ɪmˈbɑːɡəʊ/,政府实施的贸易壁垒命令,,trade embargo;trade stoppage,,hypernyms:trade barrier,,,六级词汇
embroidery,noun,/ɪmˈbrɔɪdəri/,装饰性刺绣,,embellishment;fancywork,,needlework | hypernyms:expansion;needlework | hyponyms:candlewick;crewelwork;cross-stitch;cutwork;drawnwork;fagoting;hemstitch;needlepoint;sampler;smocking,,,六级词汇
entail,noun,ɪnˈteɪl,限定继承财产的行为；从完全保有地产权中设立限定继承权。,,,,change | hypernyms:estate;change,,,六级词汇
entail,noun,ɪnˈteɪl,限定继承地产,,,,change | hypernyms:estate;change,,,六级词汇
entity,noun,/ˈɛntɪti/,实体,,,,hyponyms:abstraction;physical entity;thing,,,六级词汇
envoy,noun,/ˈɛnvɔɪ/,诗末短节,,envoy extraordinary;minister plenipotentiary;emissary;envoi,,representative | stanza | hypernyms:diplomat;representative;stanza | hyponyms:legate,,,六级词汇
envoy,noun,/ˈɛnvɔɪ/,外交官权力低于大使,,envoy extraordinary;minister plenipotentiary;emissary;envoi,,representative | stanza | hypernyms:diplomat;representative;stanza | hyponyms:legate,,,六级词汇
epidemic,noun,/ˌɛpɪˈdɛmɪk/,传染病大规模爆发；许多人同时感染,,,,hypernyms:outbreak | hyponyms:pandemic,,,六级词汇
epoch,noun,/ˈiːpɒk/,地质年代单位，隶属于纪，其下可进一步划分为世。,,era;date of reference,,date | geological time | hypernyms:time period;date;geological time | hyponyms:day;historic period;modern era,,,六级词汇
epoch,noun,/ˈiːpɒk/,（天文学）一个任意设定的固定日期，作为记录信息（如天体坐标）的时间基准点。,,era;date of reference,,date | geological time | hypernyms:time period;date;geological time | hyponyms:day;historic period;modern era,,,六级词汇
equator,noun,ɪˈkweɪtə,一条假想的环绕地球的线，构成与南北两极等距的大圆；赤道是南北半球的分界线。,,,,circle | hypernyms:great circle;circle,,,六级词汇
